total_false_alarm,total_missed_detection,total_speaker_confusion,speech_total,classification_error,total_frames,ece,exname,domain,selection,direction,seed,duration,der
21072.0,70325.0,16439.0,513222.0,124275.0,456494,7.208789885044098,meeting-confidence-worst-soft_segmentation-v1-a1__30@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,1,30,21.011570041814267
20510.0,8558.0,2861.0,338534.0,34790.0,427487,2.1957363933324814,broadcast_interview-confidence-worst-soft_segmentation-v1-a2__300@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,2,300,9.431548972924434
6290.0,6714.0,0.0,355044.0,13004.0,421627,2.257322333753109,audiobooks-confidence-worst-soft_segmentation-v1-a3__30@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,3,30,3.662644629961357
18577.0,77203.0,15653.0,513222.0,127086.0,456494,3.751278296113014,meeting-confidence-worst-soft_segmentation-v1-a3__120@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,3,120,21.71243633359443
11488.0,12699.0,12526.0,356093.0,49239.0,497221,0.4859312903136015,maptask-random-worst-soft_segmentation-v1-a1__300@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,1,300,10.309947120555584
65950.0,134742.0,37893.0,617187.0,276478.0,616179,10.293325781822205,webvideo-random-worst-soft_segmentation-v1-a3__300@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,3,300,38.65684144351712
16622.0,33413.0,12135.0,460658.0,74305.0,563732,3.3195026218891144,socio_lab-random-worst-soft_segmentation-v1-a3__240@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,3,240,13.495912368828936
16130.0,41193.0,12004.0,460658.0,81331.0,563732,1.9303617998957634,socio_lab-random-worst-soft_segmentation-v1-a1__60@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,1,60,15.049559543088364
33088.0,66640.0,53178.0,559416.0,206084.0,842082,7.0102013647556305,clinical-random-worst-soft_segmentation-v1-a2__60@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,2,60,27.333147425171965
25453.0,60162.0,17279.0,513222.0,120173.0,456494,5.808531865477562,meeting-confidence-worst-soft_segmentation-v1-a3__1200@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,3,1200,20.048633924500507
20446.0,7498.0,2582.0,338534.0,33108.0,427487,3.544745221734047,broadcast_interview-confidence-worst-soft_segmentation-v1-a1__600@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,1,600,9.017114972203679
18402.0,43675.0,12834.0,342609.0,87745.0,420455,4.3249353766441345,socio_field-random-worst-soft_segmentation-v1-a2__60@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,2,60,21.864866363697395
28513.0,56616.0,47386.0,559416.0,179901.0,842082,2.669737860560417,clinical-random-worst-soft_segmentation-v1-a1__600@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,1,600,23.68809615742131
68245.0,142997.0,33815.0,617187.0,278872.0,616179,8.382548391819,webvideo-random-worst-soft_segmentation-v1-a2__30@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,2,30,39.70547014114037
16821.0,36212.0,11217.0,460658.0,75467.0,563732,1.079228799790144,socio_lab-confidence-worst-soft_segmentation-v1-a3__180@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,3,180,13.947440400470631
8314.0,15333.0,10289.0,356093.0,44225.0,497221,0.5531267262995243,maptask-confidence-worst-soft_segmentation-v1-a3__600@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,3,600,9.530094666281
16508.0,45145.0,10816.0,460658.0,83285.0,563732,2.6042111217975616,socio_lab-confidence-worst-soft_segmentation-v1-a3__60@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,3,60,15.731627367808656
67989.0,111403.0,38332.0,489048.0,256056.0,426608,17.11357831954956,restaurant-random-worst-soft_segmentation-v1-a1__30@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,1,30,44.51996532037755
57245.0,139157.0,34423.0,617187.0,265248.0,616179,2.2874055430293083,webvideo-random-worst-soft_segmentation-v1-a1__300@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,1,300,37.39952396923461
35159.0,125692.0,30404.0,489048.0,221659.0,426608,6.184439733624458,restaurant-random-worst-soft_segmentation-v1-a2__120@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,2,120,39.107613158626556
15149.0,29550.0,10823.0,460658.0,66345.0,563732,3.621145710349083,socio_lab-random-worst-soft_segmentation-v1-a3__1200@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,3,1200,12.052759313851057
4685.0,8306.0,0.0,355044.0,12991.0,421627,0.17414373578503728,audiobooks-confidence-worst-soft_segmentation-v1-a2__60@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,2,60,3.6589831119523213
16149.0,36591.0,11492.0,460658.0,75724.0,563732,0.9072799235582352,socio_lab-confidence-worst-soft_segmentation-v1-a2__240@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,2,240,13.943532946350654
6299.0,13279.0,8301.0,398798.0,36180.0,453564,1.758827269077301,court-confidence-worst-soft_segmentation-v1-a2__600@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,2,600,6.990757225462516
4609.0,13425.0,8000.0,398798.0,34034.0,453564,1.9898124039173126,court-confidence-worst-soft_segmentation-v1-a1__1200@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,1,1200,6.528116991559636
20502.0,7155.0,3263.0,338534.0,34183.0,427487,4.890699684619904,broadcast_interview-random-worst-soft_segmentation-v1-a1__600@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,1,600,9.13349914631913
11176.0,34375.0,11207.0,460658.0,67965.0,563732,0.5474640522152185,socio_lab-confidence-worst-soft_segmentation-v1-a2__600@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,2,600,12.321071163422756
39246.0,156144.0,32742.0,617187.0,260874.0,616179,2.683066762983799,webvideo-random-worst-soft_segmentation-v1-a3__1200@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,3,1200,36.96318943853322
5909.0,5276.0,19.0,355044.0,11223.0,421627,0.43633910827338696,audiobooks-random-worst-soft_segmentation-v1-a1__60@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,1,60,3.155665213325672
23718.0,142039.0,26936.0,489048.0,219629.0,426608,17.275090515613556,restaurant-confidence-worst-soft_segmentation-v1-a1__240@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,1,240,39.40165382539138
42417.0,119528.0,30688.0,489048.0,223321.0,426608,11.043982207775116,restaurant-random-worst-soft_segmentation-v1-a2__60@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,2,60,39.38938509103401
23033.0,69445.0,18204.0,513222.0,128886.0,456494,8.814451843500137,meeting-random-worst-soft_segmentation-v1-a3__30@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,3,30,21.56610589569426
8569.0,12313.0,9894.0,398798.0,40670.0,453564,0.8890553377568722,court-confidence-worst-soft_segmentation-v1-a3__180@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,3,180,7.717190156420043
30487.0,62705.0,15819.0,513222.0,124830.0,456494,5.078526958823204,meeting-confidence-worst-soft_segmentation-v1-a3__30@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,3,30,21.24051580018004
4030.0,6610.0,36.0,355044.0,10712.0,421627,0.24766484275460243,audiobooks-random-worst-soft_segmentation-v1-a3__120@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,3,120,3.0069512511125382
27778.0,137609.0,28800.0,489048.0,222987.0,426608,5.399332940578461,restaurant-confidence-worst-soft_segmentation-v1-a1__180@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,1,180,39.70714531088973
27992.0,63046.0,16087.0,513222.0,123212.0,456494,5.232200399041176,meeting-confidence-worst-soft_segmentation-v1-a2__30@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,2,30,20.873033502071227
81798.0,146257.0,34950.0,617187.0,297955.0,616179,10.512115061283112,webvideo-confidence-worst-soft_segmentation-v1-a1__60@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,1,60,42.61350287676182
33193.0,133055.0,31480.0,489048.0,229208.0,426608,7.693144679069519,restaurant-confidence-worst-soft_segmentation-v1-a3__60@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,3,60,40.43120511688014
4440.0,5101.0,0.0,355044.0,9541.0,421627,0.3344084834679961,audiobooks-random-worst-soft_segmentation-v1-a1__600@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,1,600,2.687272563400593
61753.0,153275.0,34257.0,617187.0,283542.0,616179,8.33570808172226,webvideo-confidence-worst-soft_segmentation-v1-a2__180@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,2,180,40.39051373408707
68988.0,151587.0,34121.0,617187.0,288817.0,616179,9.669148921966553,webvideo-confidence-worst-soft_segmentation-v1-a1__240@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,1,240,41.26723343168278
22985.0,9306.0,3306.0,338534.0,38903.0,427487,2.9674557968974113,broadcast_interview-random-worst-soft_segmentation-v1-a2__30@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,2,30,10.5150442791566
21077.0,5915.0,2111.0,338534.0,31214.0,427487,3.741266205906868,broadcast_interview-confidence-worst-soft_segmentation-v1-a3__1200@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,3,1200,8.596773145385693
27840.0,129398.0,27120.0,489048.0,211478.0,426608,14.745557308197021,restaurant-confidence-worst-soft_segmentation-v1-a1__600@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,1,600,37.6973221442476
16304.0,40947.0,13360.0,342609.0,83971.0,420455,2.1999677643179893,socio_field-confidence-worst-soft_segmentation-v1-a1__240@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,1,240,20.609791336479777
27989.0,126445.0,28611.0,489048.0,211656.0,426608,12.751857936382294,restaurant-random-worst-soft_segmentation-v1-a2__600@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,2,600,37.428841340727296
4631.0,13723.0,8842.0,398798.0,36038.0,453564,3.6071550101041794,court-random-worst-soft_segmentation-v1-a1__1200@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,1,1200,6.819492575188442
27406.0,149273.0,25902.0,489048.0,228483.0,426608,15.052533149719238,restaurant-confidence-worst-soft_segmentation-v1-a1__30@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,1,30,41.423541247484906
58652.0,43779.0,48316.0,559416.0,199063.0,842082,1.2046762742102146,clinical-confidence-worst-soft_segmentation-v1-a3__30@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,3,30,26.94720923248531
41008.0,57535.0,54346.0,559416.0,207235.0,842082,4.33022566139698,clinical-random-worst-soft_segmentation-v1-a2__30@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,2,30,27.330108541764986
65559.0,148257.0,34045.0,617187.0,281906.0,616179,7.822297513484955,webvideo-confidence-worst-soft_segmentation-v1-a1__180@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,1,180,40.15978949653833
30167.0,37993.0,12211.0,342609.0,92582.0,420455,3.0232341960072517,socio_field-confidence-worst-soft_segmentation-v1-a1__60@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,1,60,23.45851977035046
9648.0,12614.0,10207.0,356093.0,42676.0,497221,0.12506950879469514,maptask-confidence-worst-soft_segmentation-v1-a1__1200@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,1,1200,9.118123636241094
30790.0,56332.0,49828.0,559416.0,186778.0,842082,4.898925498127937,clinical-random-worst-soft_segmentation-v1-a2__300@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,2,300,24.48088721094856
13737.0,41657.0,12209.0,460658.0,79812.0,563732,6.270056217908859,socio_lab-random-worst-soft_segmentation-v1-a2__60@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,2,60,14.675312270708421
14965.0,45337.0,11052.0,342609.0,82406.0,420455,0.7465966045856476,socio_field-confidence-worst-soft_segmentation-v1-a1__300@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,1,300,20.82665662606645
116661.0,163419.0,93813.0,2153456.0,467706.0,2092020,0.9735166095197201,cts-confidence-worst-soft_segmentation-v1-a2__300@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,2,300,17.36246294328744
73695.0,146772.0,34469.0,617187.0,289405.0,616179,9.97709110379219,webvideo-confidence-worst-soft_segmentation-v1-a3__180@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,3,180,41.30611953913482
31082.0,53312.0,48748.0,559416.0,181890.0,842082,0.897769071161747,clinical-confidence-worst-soft_segmentation-v1-a1__600@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,1,600,23.800177327784688
69386.0,138601.0,38178.0,617187.0,284343.0,616179,2.5529107078909874,webvideo-confidence-worst-soft_segmentation-v1-a2__1200@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,2,1200,39.8849943372106
19600.0,72477.0,16173.0,513222.0,124423.0,456494,6.719014793634415,meeting-confidence-worst-soft_segmentation-v1-a1__180@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,1,180,21.092236887740587
70334.0,137010.0,34224.0,617187.0,275792.0,616179,1.2663383036851883,webvideo-confidence-worst-soft_segmentation-v1-a2__600@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,2,600,39.14016335405639
33358.0,125467.0,31512.0,489048.0,221849.0,426608,8.651533722877502,restaurant-random-worst-soft_segmentation-v1-a1__300@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,1,300,38.919901522958895
10705.0,50792.0,10096.0,342609.0,81689.0,420455,9.084660559892654,socio_field-random-worst-soft_segmentation-v1-a2__30@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,2,30,20.896415447346683
7491.0,11400.0,9185.0,398798.0,37261.0,453564,1.941344328224659,court-confidence-worst-soft_segmentation-v1-a3__600@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,3,600,7.040155667781684
29153.0,57503.0,17477.0,513222.0,121610.0,456494,2.9845401644706726,meeting-confidence-worst-soft_segmentation-v1-a3__600@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,3,600,20.290049919917696
21488.0,6918.0,2723.0,338534.0,33852.0,427487,4.004417359828949,broadcast_interview-random-worst-soft_segmentation-v1-a1__300@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,1,300,9.195235929035194
113122.0,156467.0,81701.0,2153456.0,432991.0,2092020,1.068678218871355,cts-confidence-worst-soft_segmentation-v1-a3__1200@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,3,1200,16.31284781300384
4666.0,5143.0,0.0,355044.0,9809.0,421627,0.16509542474523187,audiobooks-confidence-worst-soft_segmentation-v1-a3__600@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,3,600,2.762756165433017
26052.0,57440.0,42626.0,559416.0,168744.0,842082,5.488686263561249,clinical-random-worst-soft_segmentation-v1-a2__1200@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,2,1200,22.544582207158896
160051.0,139765.0,86199.0,2153456.0,472214.0,2092020,2.3749014362692833,cts-confidence-worst-soft_segmentation-v1-a1__300@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,1,300,17.925372053109047
14515.0,49950.0,8997.0,342609.0,82459.0,420455,5.872064456343651,socio_field-random-worst-soft_segmentation-v1-a3__300@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,3,300,21.441935267316385
19924.0,70866.0,16177.0,513222.0,123144.0,456494,5.860111117362976,meeting-confidence-worst-soft_segmentation-v1-a1__120@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,1,120,20.842247604350554
46925.0,154872.0,34011.0,617187.0,269819.0,616179,2.967565879225731,webvideo-confidence-worst-soft_segmentation-v1-a3__1200@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,3,1200,38.20689677520752
21744.0,9673.0,4471.0,338534.0,40359.0,427487,6.178614497184753,broadcast_interview-confidence-worst-soft_segmentation-v1-a3__60@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,3,60,10.60100314887131
14631.0,160987.0,23638.0,489048.0,222894.0,426608,19.048000872135162,restaurant-confidence-worst-soft_segmentation-v1-a2__60@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,2,60,40.743648885181
30013.0,53053.0,49845.0,559416.0,182756.0,842082,1.0252474807202816,clinical-confidence-worst-soft_segmentation-v1-a2__600@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,2,600,23.758884265019233
15117.0,42271.0,10704.0,342609.0,78796.0,420455,6.788825243711472,socio_field-random-worst-soft_segmentation-v1-a1__180@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,1,180,19.8745508728609
11025.0,34047.0,9601.0,460658.0,64274.0,563732,1.389105711132288,socio_lab-confidence-worst-soft_segmentation-v1-a1__1200@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,1,1200,11.868457727858846
19038.0,33394.0,12423.0,460658.0,77278.0,563732,0.8779355324804783,socio_lab-confidence-worst-soft_segmentation-v1-a2__180@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,2,180,14.07877427505872
3887.0,5622.0,0.0,355044.0,9509.0,421627,0.8314886130392551,audiobooks-random-worst-soft_segmentation-v1-a2__1200@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,2,1200,2.6782595959937363
29305.0,53299.0,48899.0,559416.0,180402.0,842082,2.6879552751779556,clinical-random-worst-soft_segmentation-v1-a1__1200@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,1,1200,23.507193215782173
3767.0,9041.0,0.0,355044.0,12808.0,421627,0.4568200558423996,audiobooks-confidence-worst-soft_segmentation-v1-a1__60@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,1,60,3.60744020459436
12558.0,13525.0,17617.0,356093.0,61317.0,497221,0.4468873143196106,maptask-confidence-worst-soft_segmentation-v1-a2__60@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,2,60,12.27207499164544
20814.0,8158.0,2867.0,338534.0,34706.0,427487,4.4174011796712875,broadcast_interview-random-worst-soft_segmentation-v1-a1__120@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,1,120,9.404963755486893
6106.0,6737.0,0.0,355044.0,12843.0,421627,2.8798164799809456,audiobooks-confidence-worst-soft_segmentation-v1-a2__30@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,2,30,3.61729813769561
5802.0,16991.0,9534.0,398798.0,41861.0,453564,2.1317778155207634,court-confidence-worst-soft_segmentation-v1-a1__120@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,1,120,8.106108857115633
81602.0,193636.0,88542.0,2153456.0,452322.0,2092020,3.5850003361701965,cts-random-worst-soft_segmentation-v1-a2__240@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,2,240,16.892845732626995
15383.0,31608.0,10619.0,460658.0,68229.0,563732,2.1571772173047066,socio_lab-random-worst-soft_segmentation-v1-a3__600@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,3,600,12.506023991768297
29276.0,131808.0,27244.0,489048.0,215572.0,426608,16.687636077404022,restaurant-confidence-worst-soft_segmentation-v1-a2__600@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,2,600,38.50910340089316
5872.0,12394.0,11046.0,398798.0,40358.0,453564,3.54958139359951,court-random-worst-soft_segmentation-v1-a1__600@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,1,600,7.350087011469466
10658.0,12899.0,14458.0,356093.0,52473.0,497221,0.7937850430607796,maptask-confidence-worst-soft_segmentation-v1-a1__240@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,1,240,10.675581940672801
16913.0,43129.0,9820.0,342609.0,79682.0,420455,1.5591342933475971,socio_field-confidence-worst-soft_segmentation-v1-a3__300@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,3,300,20.39117477941327
18817.0,148157.0,27196.0,489048.0,221366.0,426608,12.122322618961334,restaurant-confidence-worst-soft_segmentation-v1-a1__120@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,1,120,39.70366916948848
35862.0,118785.0,34279.0,489048.0,223205.0,426608,13.114413619041443,restaurant-random-worst-soft_segmentation-v1-a3__240@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,3,240,38.63138178665489
21849.0,70091.0,16605.0,513222.0,125150.0,456494,4.109218344092369,meeting-random-worst-soft_segmentation-v1-a3__60@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,3,60,21.149716886649443
9766.0,11240.0,9969.0,398798.0,40944.0,453564,0.9106648154556751,court-confidence-worst-soft_segmentation-v1-a1__240@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,1,240,7.767090105767832
58675.0,106691.0,35769.0,489048.0,236904.0,426608,7.017330825328827,restaurant-random-worst-soft_segmentation-v1-a2__180@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,2,180,41.127864749472444
11533.0,13622.0,11724.0,356093.0,48603.0,497221,2.5153033435344696,maptask-random-worst-soft_segmentation-v1-a3__30@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,3,30,10.356564155992958
10305.0,12502.0,10599.0,356093.0,44005.0,497221,0.9447718970477581,maptask-confidence-worst-soft_segmentation-v1-a2__1200@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,2,1200,9.38125714349903
12245.0,32138.0,11500.0,460658.0,67383.0,563732,2.051994577050209,socio_lab-confidence-worst-soft_segmentation-v1-a3__1200@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,3,1200,12.131125477035024
17354.0,39368.0,11232.0,342609.0,79186.0,420455,1.7713787034153938,socio_field-confidence-worst-soft_segmentation-v1-a1__600@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,1,600,19.834271720824614
4320.0,6522.0,0.0,355044.0,10842.0,421627,1.1424826458096504,audiobooks-confidence-worst-soft_segmentation-v1-a1__120@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,1,120,3.053706019535607
29217.0,60455.0,16458.0,513222.0,122588.0,456494,1.5159797854721546,meeting-random-worst-soft_segmentation-v1-a2__300@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,2,300,20.67916028541255
9500.0,14860.0,13976.0,356093.0,52312.0,497221,0.45062205754220486,maptask-confidence-worst-soft_segmentation-v1-a3__240@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,3,240,10.765726930886032
15917.0,71616.0,15756.0,513222.0,119045.0,456494,1.1820538900792599,meeting-random-worst-soft_segmentation-v1-a2__1200@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,2,1200,20.125598668802194
4124.0,5518.0,0.0,355044.0,9642.0,421627,0.4533099941909313,audiobooks-random-worst-soft_segmentation-v1-a2__600@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,2,600,2.715719741778484
28571.0,64967.0,17173.0,513222.0,127884.0,456494,8.64105373620987,meeting-random-worst-soft_segmentation-v1-a1__600@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,1,600,21.571756471858183
27193.0,64648.0,51780.0,559416.0,195401.0,842082,8.319159597158432,clinical-random-worst-soft_segmentation-v1-a2__180@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,2,180,25.673380811417623
22498.0,36103.0,11941.0,460658.0,82483.0,563732,1.1612257920205593,socio_lab-confidence-worst-soft_segmentation-v1-a1__60@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,1,60,15.31331269618676
12522.0,45516.0,10099.0,342609.0,78236.0,420455,5.6828755885362625,socio_field-random-worst-soft_segmentation-v1-a2__300@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,2,300,19.887685378959688
65299.0,140904.0,33073.0,617187.0,272349.0,616179,0.8850372396409512,webvideo-confidence-worst-soft_segmentation-v1-a1__1200@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,1,1200,38.76880102788944
27522.0,38871.0,10794.0,342609.0,87981.0,420455,6.431177258491516,socio_field-confidence-worst-soft_segmentation-v1-a3__30@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,3,30,22.529180494382807
13945.0,32623.0,11373.0,460658.0,69314.0,563732,1.2928515672683716,socio_lab-confidence-worst-soft_segmentation-v1-a3__600@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,3,600,12.57787773141897
30072.0,59869.0,16736.0,513222.0,123413.0,456494,1.1805794201791286,meeting-confidence-worst-soft_segmentation-v1-a3__180@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,3,180,20.785741842711342
28720.0,59278.0,16086.0,513222.0,120170.0,456494,1.9573763012886047,meeting-random-worst-soft_segmentation-v1-a3__1200@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,3,1200,20.28050239467521
90170.0,179658.0,87423.0,2153456.0,444674.0,2092020,1.5726814046502113,cts-random-worst-soft_segmentation-v1-a3__180@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,3,180,16.589658669599007
17231.0,40515.0,10724.0,342609.0,79194.0,420455,6.455086916685104,socio_field-random-worst-soft_segmentation-v1-a1__120@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,1,120,19.98488072409073
34174.0,55441.0,17000.0,513222.0,123615.0,456494,4.149105027318001,meeting-confidence-worst-soft_segmentation-v1-a2__600@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,2,600,20.773661300567785
